ProductID,ProductName,Weight_KG,RequiredStrength_Level,FragilityLevel,MoistureRequired,OxygenSensitivity,ShippingDistance_KM,ShelfLife_Months,PreferredBiodegradable,PreferredRecyclable,MaxBudgetPerUnit_USD,logistics_risk,sustainability_pref_score,ProductCategory_Bakery & Snacks,ProductCategory_Beverages,ProductCategory_Chilled & Fresh,ProductCategory_Condiments & Sauces,ProductCategory_Confectionery,ProductCategory_Fresh Produce,ProductCategory_Frozen Food,ProductCategory_Grains & Staples,ProductCategory_Health & Wellness,ProductCategory_Milk & Dairy,ProductCategory_Oils & Fats,ProductCategory_Pulses & Lentils,ProductCategory_Ready-to-Eat,ProductCategory_Snacks & Nuts,ProductCategory_Staples & Seasoning,ProductCategory_Sweets & Desserts
11,Whole Wheat Flour 5kg,1.0,1.0,0.0,0.25,0.25,0.12643678160919541,0.3296089385474861,0.0,1.0,0.020134228187919465,0.02702702702702703,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
12,Refined Wheat Flour 1kg,0.1998399679935987,0.8000000000000002,0.0,0.25,0.25,0.1724137931034483,0.3296089385474861,0.0,1.0,0.010067114093959731,0.04054054054054054,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
13,Basmati Rice 1kg,0.1998399679935987,0.8000000000000002,0.0,0.125,0.125,0.26436781609195403,0.49720670391061456,0.0,1.0,0.01208053691275168,0.06756756756756757,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
14,Idli Rice 2kg,0.39987997599519903,0.8000000000000002,0.0,0.125,0.125,0.21839080459770116,0.3296089385474861,0.0,1.0,0.02348993288590604,0.05405405405405406,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
15,Poha 500g,0.09981996399279856,0.4,0.0,0.25,0.25,0.14942528735632182,0.2458100558659218,0.0,1.0,0.006711409395973155,0.033783783783783786,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
16,Suji 500g,0.09981996399279856,0.4,0.0,0.25,0.25,0.14942528735632182,0.2458100558659218,0.0,1.0,0.008053691275167784,0.033783783783783786,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
17,Quick Oats 1kg,0.1998399679935987,0.4,0.0,0.25,0.25,0.1954022988505747,0.3296089385474861,0.0,1.0,0.016778523489932883,0.0472972972972973,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
18,Chana Dal 1kg,0.1998399679935987,0.6,0.0,0.25,0.25,0.1954022988505747,0.3296089385474861,0.0,1.0,0.013422818791946307,0.0472972972972973,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
19,Toor Dal 1kg,0.1998399679935987,0.6,0.0,0.25,0.25,0.1954022988505747,0.3296089385474861,0.0,1.0,0.014765100671140938,0.0472972972972973,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
20,Moong Dal 1kg,0.1998399679935987,0.6,0.0,0.25,0.25,0.1954022988505747,0.3296089385474861,0.0,1.0,0.016107382550335572,0.0472972972972973,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
21,Instant Noodles Pack 70g,0.013802760552110424,0.20000000000000007,0.25,0.5,0.375,0.3333333333333333,0.16201117318435757,0.0,1.0,0.003355704697986576,0.1891891891891892,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
22,Instant Noodles Family Pack 280g,0.0558111622324465,0.4,0.25,0.5,0.375,0.3333333333333333,0.16201117318435757,0.0,1.0,0.020134228187919465,0.1891891891891892,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
23,Instant Pasta Cup 80g,0.015803160632126424,0.4,0.25,0.5,0.375,0.3333333333333333,0.16201117318435757,0.0,1.0,0.010067114093959731,0.1891891891891892,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
24,Ready-to-Eat Dal Pouch 300g,0.0598119623924785,0.4,0.25,0.75,0.625,0.26436781609195403,0.16201117318435757,0.0,1.0,0.020134228187919465,0.14864864864864866,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
25,Ready-to-Eat Rajma Pouch 300g,0.0598119623924785,0.4,0.25,0.75,0.625,0.26436781609195403,0.16201117318435757,0.0,1.0,0.021476510067114093,0.14864864864864866,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
26,Microwave Rice Pouch 250g,0.04980996199239848,0.4,0.25,0.625,0.5,0.26436781609195403,0.16201117318435757,0.0,1.0,0.01879194630872483,0.14864864864864866,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
27,Breakfast Cereal Box 375g,0.07581516303260652,0.4,0.0,0.25,0.25,0.4482758620689655,0.2458100558659218,0.0,1.0,0.020134228187919465,0.12162162162162163,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,Cornflakes 500g,0.09981996399279856,0.4,0.0,0.25,0.25,0.4482758620689655,0.2458100558659218,0.0,1.0,0.02348993288590604,0.12162162162162163,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,Granola Clusters 300g,0.0598119623924785,0.4,0.0,0.25,0.25,0.4482758620689655,0.2458100558659218,0.0,1.0,0.026845637583892617,0.12162162162162163,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,Multigrain Bread Loaf 400g,0.07981596319263853,0.4,0.75,0.625,0.625,0.0,0.0013966480446927368,0.0,1.0,0.010067114093959731,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,White Bread Loaf 400g,0.07981596319263853,0.4,0.75,0.625,0.625,0.0,0.0,0.0,1.0,0.008053691275167784,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,Rusk 300g,0.0598119623924785,0.4,0.25,0.25,0.25,0.12643678160919541,0.2458100558659218,0.0,1.0,0.01208053691275168,0.06756756756756757,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,Plain Biscuits 250g,0.04980996199239848,0.20000000000000007,0.25,0.25,0.25,0.10344827586206896,0.2458100558659218,0.0,1.0,0.006711409395973155,0.05405405405405406,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,Whole Grain Biscuits 200g,0.03980796159231847,0.20000000000000007,0.25,0.25,0.25,0.10344827586206896,0.2458100558659218,0.0,1.0,0.010067114093959731,0.05405405405405406,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,Chocolate Chip Cookies 200g,0.03980796159231847,0.20000000000000007,0.25,0.375,0.25,0.1724137931034483,0.2458100558659218,0.0,1.0,0.013422818791946307,0.0945945945945946,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,Masala Potato Chips 100g,0.01980396079215843,0.20000000000000007,0.25,0.375,0.25,0.12643678160919541,0.16201117318435757,0.0,1.0,0.008053691275167784,0.06756756756756757,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,Namkeen Mixture 200g,0.03980796159231847,0.20000000000000007,0.25,0.375,0.25,0.14942528735632182,0.2458100558659218,0.0,1.0,0.013422818791946307,0.08108108108108109,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,Popcorn Kernels 500g,0.09981996399279856,0.20000000000000007,0.0,0.25,0.25,0.1954022988505747,0.3296089385474861,0.0,1.0,0.010738255033557048,0.0472972972972973,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,Ready Popcorn 100g,0.01980396079215843,0.20000000000000007,0.25,0.25,0.25,0.1954022988505747,0.16201117318435757,0.0,1.0,0.01208053691275168,0.10810810810810811,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,Protein Bar 50g,0.009801960392078417,0.20000000000000007,0.25,0.25,0.25,0.4482758620689655,0.2458100558659218,0.0,1.0,0.016778523489932883,0.2567567567567568,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41,Dark Chocolate Bar 100g,0.01980396079215843,0.20000000000000007,0.25,0.25,0.375,0.5632183908045977,0.3296089385474861,0.0,1.0,0.020134228187919465,0.32432432432432434,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
42,Filled Chocolate Bar 45g,0.009801960392078417,0.20000000000000007,0.25,0.25,0.375,0.5632183908045977,0.3296089385474861,0.0,1.0,0.013422818791946307,0.32432432432432434,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
43,Assorted Candies Pouch 250g,0.04980996199239848,0.20000000000000007,0.25,0.25,0.25,0.40229885057471265,0.3296089385474861,0.0,1.0,0.013422818791946307,0.22972972972972974,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
44,Lollipops Pouch 200g,0.03980796159231847,0.20000000000000007,0.25,0.25,0.25,0.40229885057471265,0.3296089385474861,0.0,1.0,0.01208053691275168,0.22972972972972974,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
45,Roasted Peanuts 200g,0.03980796159231847,0.4,0.0,0.25,0.375,0.26436781609195403,0.2458100558659218,0.0,1.0,0.010067114093959731,0.06756756756756757,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
46,Masala Cashews 200g,0.03980796159231847,0.4,0.25,0.25,0.375,0.3333333333333333,0.2458100558659218,0.0,1.0,0.033557046979865765,0.1891891891891892,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
47,Mixed Dry Fruits 250g,0.04980996199239848,0.4,0.25,0.25,0.375,0.4482758620689655,0.3296089385474861,0.0,1.0,0.033557046979865765,0.2567567567567568,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
48,Trail Mix 250g,0.04980996199239848,0.4,0.25,0.25,0.375,0.4482758620689655,0.3296089385474861,0.0,1.0,0.030201342281879196,0.2567567567567568,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
49,Filtered Groundnut Oil 1L,0.1798359671934387,0.6,0.25,0.625,0.625,0.3333333333333333,0.3296089385474861,0.0,1.0,0.02348993288590604,0.1891891891891892,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
50,Sunflower Oil 1L,0.1798359671934387,0.6,0.25,0.625,0.625,0.3333333333333333,0.3296089385474861,0.0,1.0,0.021476510067114093,0.1891891891891892,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
51,Rice Bran Oil 1L,0.1798359671934387,0.6,0.25,0.625,0.625,0.3333333333333333,0.3296089385474861,0.0,1.0,0.025503355704697982,0.1891891891891892,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
52,Olive Oil 500ml,0.08981796359271856,0.6,0.25,0.625,0.625,0.5632183908045977,0.3296089385474861,0.0,1.0,0.04697986577181208,0.32432432432432434,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
53,Tomato Ketchup 500g,0.09981996399279856,0.4,0.25,0.5,0.625,0.26436781609195403,0.3296089385474861,0.0,1.0,0.020134228187919465,0.14864864864864866,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
54,Hot & Sweet Chili Sauce 250g,0.04980996199239848,0.4,0.25,0.5,0.625,0.26436781609195403,0.3296089385474861,0.0,1.0,0.013422818791946307,0.14864864864864866,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
55,Mango Pickle Jar 500g,0.09981996399279856,0.6,0.5,0.375,0.625,0.1724137931034483,0.3296089385474861,0.0,1.0,0.016778523489932883,0.14864864864864866,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
56,Green Chili Pickle Jar 300g,0.0598119623924785,0.6,0.5,0.375,0.625,0.1724137931034483,0.3296089385474861,0.0,1.0,0.014765100671140938,0.14864864864864866,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
57,Plain Salt 1kg,0.1998399679935987,0.4,0.0,0.125,0.125,0.1724137931034483,0.664804469273743,0.0,1.0,0.005369127516778522,0.04054054054054054,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
58,Iodized Salt 1kg,0.1998399679935987,0.4,0.0,0.125,0.125,0.1724137931034483,0.664804469273743,0.0,1.0,0.006711409395973155,0.04054054054054054,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
59,Refined Sugar 1kg,0.1998399679935987,0.4,0.0,0.125,0.125,0.1954022988505747,0.664804469273743,0.0,1.0,0.010067114093959731,0.0472972972972973,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
60,Brown Sugar 1kg,0.1998399679935987,0.4,0.0,0.125,0.125,0.1954022988505747,0.49720670391061456,0.0,1.0,0.014765100671140938,0.0472972972972973,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
61,Orange Juice 1L,0.1998399679935987,0.6,0.5,0.875,0.75,0.3333333333333333,0.16201117318435757,0.0,1.0,0.026845637583892617,0.29054054054054057,1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,Apple Juice 1L,0.1998399679935987,0.6,0.5,0.875,0.75,0.3333333333333333,0.16201117318435757,0.0,1.0,0.026845637583892617,0.29054054054054057,1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,Mixed Fruit Juice 1L,0.1998399679935987,0.6,0.5,0.875,0.75,0.3333333333333333,0.16201117318435757,0.0,1.0,0.030201342281879196,0.29054054054054057,1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,Tetra-pack Mango Drink 200ml,0.03980796159231847,0.4,0.5,0.875,0.75,0.3333333333333333,0.16201117318435757,0.0,1.0,0.010067114093959731,0.29054054054054057,1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,Sparkling Water 500ml,0.09981996399279856,0.4,0.5,0.375,0.375,0.4482758620689655,0.16201117318435757,0.0,1.0,0.013422818791946307,0.3918918918918919,1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,Energy Drink Can 250ml,0.04980996199239848,0.4,0.5,0.375,0.375,0.4482758620689655,0.16201117318435757,0.0,1.0,0.030201342281879196,0.3918918918918919,1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,Ready-to-Drink Coffee 250ml,0.04980996199239848,0.4,0.5,0.375,0.375,0.4482758620689655,0.16201117318435757,0.0,1.0,0.020134228187919465,0.3918918918918919,1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68,Green Tea Bags 50ct,0.01980396079215843,0.0,0.0,0.0,0.0,0.5632183908045977,0.49720670391061456,0.0,1.0,0.010067114093959731,0.1554054054054054,1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69,Instant Coffee 100g,0.01980396079215843,0.20000000000000007,0.0,0.125,0.25,0.5632183908045977,0.49720670391061456,0.0,1.0,0.016778523489932883,0.1554054054054054,1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,Chocolate Drink Powder 500g,0.09981996399279856,0.20000000000000007,0.0,0.125,0.25,0.5632183908045977,0.49720670391061456,0.0,1.0,0.033557046979865765,0.1554054054054054,1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,Frozen Green Peas 500g,0.09981996399279856,0.4,0.5,0.875,0.625,0.21839080459770116,0.2458100558659218,0.0,1.0,0.020134228187919465,0.1891891891891892,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
72,Frozen Mixed Vegetables 500g,0.09981996399279856,0.4,0.5,0.875,0.625,0.21839080459770116,0.2458100558659218,0.0,1.0,0.020134228187919465,0.1891891891891892,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
73,Frozen French Fries 1kg,0.1998399679935987,0.6,0.5,0.875,0.625,0.21839080459770116,0.2458100558659218,0.0,1.0,0.030201342281879196,0.1891891891891892,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
74,Frozen Samosas 500g,0.09981996399279856,0.6,0.5,0.875,0.625,0.21839080459770116,0.16201117318435757,0.0,1.0,0.033557046979865765,0.1891891891891892,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
75,Ice Cream Tub 500ml,0.08981796359271856,0.4,0.5,0.875,0.75,0.1724137931034483,0.16201117318435757,0.0,1.0,0.040268456375838924,0.14864864864864866,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
76,Ice Cream Sticks Multipack,0.07981596319263853,0.4,0.5,0.875,0.75,0.1724137931034483,0.16201117318435757,0.0,1.0,0.04161073825503356,0.14864864864864866,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
77,Paneer Cubes 200g,0.03980796159231847,0.4,0.5,0.875,0.75,0.10344827586206896,0.0223463687150838,0.0,1.0,0.016778523489932883,0.08783783783783784,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
78,Fresh Curd 500g,0.09981996399279856,0.4,0.5,0.875,0.75,0.05747126436781609,0.008379888268156424,0.0,1.0,0.013422818791946307,0.0472972972972973,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
79,Fresh Spinach Bunch 250g,0.04980996199239848,0.20000000000000007,0.75,0.875,0.875,0.0,0.0013966480446927368,0.0,0.0,0.003355704697986576,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
80,Fresh Tomatoes 1kg,0.1998399679935987,0.4,0.75,0.875,0.875,0.0,0.0013966480446927368,0.0,0.0,0.006711409395973155,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
81,Fresh Onions 1kg,0.1998399679935987,0.4,0.5,0.625,0.625,0.034482758620689655,0.0223463687150838,0.0,0.0,0.005369127516778522,0.02702702702702703,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
82,Fresh Potatoes 1kg,0.1998399679935987,0.4,0.5,0.625,0.625,0.034482758620689655,0.05027932960893855,0.0,0.0,0.005369127516778522,0.02702702702702703,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
83,Fresh Apples 1kg,0.1998399679935987,0.4,0.5,0.625,0.625,0.034482758620689655,0.0223463687150838,0.0,0.0,0.016778523489932883,0.02702702702702703,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
84,Fresh Bananas 1kg,0.1998399679935987,0.20000000000000007,0.5,0.625,0.625,0.034482758620689655,0.008379888268156424,0.0,0.0,0.010067114093959731,0.02702702702702703,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
85,Fresh Grapes 500g,0.09981996399279856,0.20000000000000007,0.75,0.875,0.875,0.05747126436781609,0.008379888268156424,0.0,0.0,0.013422818791946307,0.06756756756756757,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
86,Packaged Salad Mix 250g,0.04980996199239848,0.20000000000000007,0.75,0.875,0.875,0.05747126436781609,0.008379888268156424,0.0,1.0,0.020134228187919465,0.06756756756756757,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
87,Ready Idli Batter 1kg,0.1998399679935987,0.4,0.5,0.875,0.75,0.05747126436781609,0.008379888268156424,0.0,1.0,0.02348993288590604,0.0472972972972973,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
88,Ready Dosa Batter 1kg,0.1998399679935987,0.4,0.5,0.875,0.75,0.05747126436781609,0.008379888268156424,0.0,1.0,0.02348993288590604,0.0472972972972973,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
89,Packaged Rasgulla Tin 1kg,0.1998399679935987,0.4,0.5,0.625,0.625,0.1724137931034483,0.3296089385474861,0.0,1.0,0.033557046979865765,0.14864864864864866,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
90,Packaged Gulab Jamun Tin 1kg,0.1998399679935987,0.4,0.5,0.625,0.625,0.1724137931034483,0.3296089385474861,0.0,1.0,0.033557046979865765,0.14864864864864866,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
91,Soan Papdi Box 500g,0.09981996399279856,0.4,0.25,0.25,0.25,0.1724137931034483,0.2458100558659218,0.0,1.0,0.02348993288590604,0.0945945945945946,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
92,Mysore Pak Box 400g,0.07981596319263853,0.4,0.25,0.25,0.25,0.1724137931034483,0.2458100558659218,0.0,1.0,0.025503355704697982,0.0945945945945946,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
93,Protein Cookie 60g,0.011802360472094419,0.20000000000000007,0.25,0.25,0.25,0.40229885057471265,0.2458100558659218,0.0,1.0,0.026845637583892617,0.22972972972972974,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
94,High Fiber Biscuit 200g,0.03980796159231847,0.20000000000000007,0.25,0.25,0.25,0.40229885057471265,0.2458100558659218,0.0,1.0,0.02348993288590604,0.22972972972972974,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
95,Multigrain Snack Mix 150g,0.029805961192238446,0.20000000000000007,0.25,0.25,0.25,0.40229885057471265,0.16201117318435757,0.0,1.0,0.021476510067114093,0.22972972972972974,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
96,Low Sugar Muesli 400g,0.07981596319263853,0.4,0.0,0.25,0.25,0.40229885057471265,0.2458100558659218,0.0,1.0,0.030201342281879196,0.10810810810810811,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
97,Soya Chunks 200g,0.03980796159231847,0.4,0.0,0.25,0.25,0.26436781609195403,0.49720670391061456,0.0,1.0,0.016778523489932883,0.06756756756756757,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
98,Almond Milk 1L,0.1998399679935987,0.6,0.5,0.875,0.75,0.3333333333333333,0.16201117318435757,0.0,1.0,0.040268456375838924,0.29054054054054057,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
99,Oat Milk 1L,0.1998399679935987,0.6,0.5,0.875,0.75,0.3333333333333333,0.16201117318435757,0.0,1.0,0.040268456375838924,0.29054054054054057,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
100,Coconut Water 300ml,0.0598119623924785,0.4,0.5,0.625,0.625,0.3333333333333333,0.0782122905027933,0.0,1.0,0.026845637583892617,0.29054054054054057,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
101,Almond Milk 1L,0.1998399679935987,0.6,0.5,0.875,0.75,0.3333333333333333,0.16201117318435757,0.0,1.0,0.03691275167785235,0.29054054054054057,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
102,Oat Milk 500ml,0.09981996399279856,0.6,0.5,0.875,0.75,0.26436781609195403,0.16201117318435757,0.0,1.0,0.016778523489932883,0.22972972972972974,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
103,Soy Milk 1L,0.1998399679935987,0.6,0.5,0.875,0.75,0.28735632183908044,0.16201117318435757,0.0,1.0,0.030201342281879196,0.25,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
104,Coconut Milk 400ml,0.07981596319263853,0.6,0.25,0.75,0.625,0.3103448275862069,0.2458100558659218,0.0,1.0,0.02348993288590604,0.17567567567567569,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
105,Rice Milk 1L,0.1998399679935987,0.6,0.5,0.75,0.625,0.3333333333333333,0.16201117318435757,0.0,1.0,0.033557046979865765,0.29054054054054057,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
106,Quinoa 500g,0.09981996399279856,0.6,0.0,0.125,0.125,0.1954022988505747,0.49720670391061456,0.0,1.0,0.020134228187919465,0.0472972972972973,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
107,Brown Rice 1kg,0.1998399679935987,0.8000000000000002,0.0,0.125,0.125,0.24137931034482757,0.49720670391061456,0.0,1.0,0.016778523489932883,0.060810810810810814,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
108,Millets 1kg,0.1998399679935987,0.8000000000000002,0.0,0.25,0.25,0.1724137931034483,0.4134078212290503,0.0,1.0,0.013422818791946307,0.04054054054054054,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
109,Barley 500g,0.09981996399279856,0.6,0.0,0.25,0.25,0.21839080459770116,0.3296089385474861,0.0,1.0,0.01208053691275168,0.05405405405405406,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
